full_name,position,career_length,position_group
Simeon Castille,CB,2,DB
James Johnson,RB,1,RB
Bruce Hall,RB,1,RB
Ali Highsmith,OLB,2,LB
Husain Abdullah,SS,7,DB
Leger Douzable,DT,8,DL
Steven Hauschka,K,7,SP
Erin Henderson,OLB,8,LB
Drew Radovich,T,1,OL
Darius Reynaud,WR,5,WR
Caleb Hanie,QB,6,QB
Brian De La Puente,G,5,OL
Brandon Foster,DB,1,DB
Eric Foster,DT,4,DL
Curtis Johnson,DE,3,DL
Jordan Senn,OLB,6,LB
Jamie Silva,DB,2,DB
Chad Simpson,RB,3,RB
David Hawthorne,MLB,7,LB
Davone Bess,WR,6,WR
Titus Brown,LB,4,LB
Dan Carpenter,K,8,SP
Kenwin Cummings,ILB,3,LB
Joey Haynos,TE,2,TE
Danny Lansanah,LB,3,LB
Kregg Lumpkin,RB,4,RB
Mike Cox,FB,5,RB
Derek Lokey,DT,2,DL
Steve Octavien,LB,3,LB
Josh Bell,DB,2,DB
Mike Tolbert,FB,9,RB
Jed Collins,RB,4,RB
Gerard Lawson,CB,3,DB
Maurice Leggett,CB,2,DB
Lamar Divens,NT,2,DL
Anthony Toribio,DT,5,DL
Nate Hughes,WR,2,WR
Tyson Devree,TE,1,TE
Wallace Gilberry,DE,9,DL
Lynell Hamilton,RB,2,RB
David Roach,DB,2,DB
Greyson Gunheim,DE,2,DL
Connor Barth,K,8,SP
Chris Long,DE,10,DL
Matt Ryan,QB,15,QB
Darren McFadden,RB,9,RB
Glenn Dorsey,DT,8,DL
Vernon Gholston,OLB,3,LB
Sedrick Ellis,DT,5,DL
Derrick Harvey,DE,4,DL
Keith Rivers,OLB,5,LB
Jerod Mayo,ILB,7,LB
Leodis McKelvin,CB,8,DB
Ryan Clady,T,7,OL
Jonathan Stewart,RB,10,RB
Chris Williams,T,11,OL
Branden Albert,T,8,OL
Dominique Rodgers-Cromartie,CB,12,DB
Gosder Cherilus,T,8,OL
Joe Flacco,QB,16,QB
Jeff Otah,T,4,OL
Aqib Talib,CB,12,DB
Sam Baker,T,6,OL
Felix Jones,RB,6,RB
Rashard Mendenhall,RB,6,RB
Mike Jenkins,CB,8,DB
Duane Brown,T,15,OL
Antoine Cason,CB,6,DB
Lawrence Jackson,DE,5,DL
Kentwan Balmer,DE,4,DL
Dustin Keller,TE,5,TE
Kenny Phillips,FS,6,DB
Phillip Merling,DE,6,DL
Donnie Avery,WR,5,WR
Devin Thomas,WR,4,WR
Brandon Flowers,CB,8,DB
Jordy Nelson,WR,9,WR
Curtis Lofton,MLB,8,LB
John Carlson,TE,5,TE
Chilo Rachal,G,5,OL
Tracy Porter,CB,8,DB
James Hardy,WR,2,WR
Eddie Royal,WR,8,WR
Tyrell Johnson,FS,5,DB
Matt Forte,RB,9,RB
Jordon Dizon,MLB,2,LB
Jerome Simpson,WR,7,WR
Trevor Laws,DT,4,DL
Fred Davis,TE,6,TE
DeSean Jackson,WR,14,WR
Calais Campbell,DT,16,DL
Malcolm Kelly,WR,2,WR
Quentin Groves,DE,6,DL
Limas Sweed,WR,2,WR
Jason Jones,DT,9,DL
Ray Rice,RB,6,RB
Brian Brohm,QB,3,QB
Chad Henne,QB,14,QB
Mike Pollak,G,6,OL
Patrick Lee,CB,4,DB
Martellus Bennett,TE,9,TE
Terrence Wheatley,CB,4,DB
Terrell Thomas,CB,4,DB
Kevin Smith,RB,7,RB
John Greco,T,10,OL
Kendall Langford,DE,10,DL
Charles Godfrey,FS,7,DB
Chevis Jackson,CB,3,DB
Jacob Hester,RB,5,RB
Earl Bennett,WR,6,WR
Tavares Gooden,ILB,6,LB
Chris Ellis,DE,3,DL
Jamaal Charles,RB,10,RB
Dan Connor,MLB,6,LB
Reggie Smith,CB,4,DB
Brad Cottam,TE,2,TE
Pat Sims,DT,9,DL
Shawn Crable,OLB,2,LB
Antwaun Molden,CB,5,DB
Bryan Smith,DE,2,DL
Early Doucet,WR,5,WR
DaJuan Morgan,SS,3,DB
Jeremy Zuttah,G,9,OL
Harry Douglas,WR,8,WR
Craig Stevens,TE,8,TE
Tom Zbikowski,SS,5,DB
Andre Fluellen,DT,7,DL
Bruce Davis,OLB,3,LB
Steve Slaton,RB,4,RB
Marcus Harrison,DT,3,DL
Jermichael Finley,TE,6,TE
Cliff Avril,DE,9,DL
Philip Wheeler,OLB,9,LB
Kevin O'Connell,QB,3,QB
Mario Manningham,WR,6,WR
Chad Rinehart,G,6,OL
Andre Caldwell,WR,8,WR
Thomas DeCoud,FS,6,DB
Oniel Cousins,T,6,OL
Tyvon Branch,SS,9,DB
Jeremy Thompson,DE,2,DL
William Hayes,DE,10,DL
Beau Bell,ILB,1,LB
William Franklin,WR,1,WR
Marcus Smith,WR,7,WR
Cody Wallace,C,7,OL
Kory Lichtensteiger,G,8,OL
Mike McGlynn,G,8,OL
Shawn Murphy,G,2,OL
Martin Rucker,TE,4,TE
Anthony Collins,T,6,OL
Dwight Lowery,CB,9,DB
Reggie Corner,CB,4,DB
Kenny Iwebema,DE,3,DL
Quintin Demps,FS,9,DB
Xavier Adibi,OLB,5,LB
Jack Williams,CB,2,DB
Craig Steltz,FS,6,DB
Red Bryant,DT,8,DL
Tashard Choice,RB,6,RB
Bryan Kehl,OLB,6,LB
Justin Tryon,CB,5,DB
Lavelle Hawkins,WR,6,WR
Jacob Tamme,TE,8,TE
Keenan Burton,WR,2,WR
Jonathan Wilhite,CB,4,DB
Tony Hills,T,7,OL
Derek Fine,TE,2,TE
David Hale,G,2,OL
Stanford Keglar,OLB,3,LB
Josh Sitton,G,10,OL
Kenneth Moore,WR,3,WR
John David Booty,QB,1,QB
Ryan Torain,RB,4,RB
Brandon Carr,CB,12,DB
Gary Barnidge,TE,7,TE
Zackary Bowman,DB,7,DB
Orlando Scandrick,CB,10,DB
Jason Shirley,DT,2,DL
Jerome Felton,FB,8,RB
Tim Hightower,RB,7,RB
Breno Giacomini,T,10,OL
Frank Okam,DT,4,DL
Letroy Guion,DT,8,DL
Matt Slater,WR,11,WR
Kroy Biermann,DE,8,DL
Thomas Williams,MLB,4,LB
Dennis Dixon,QB,4,QB
Roy Schuening,G,2,OL
Kellen Davis,TE,8,TE
Josh Johnson,QB,16,QB
Marcus Howard,DE,1,DL
Erik Ainge,QB,2,QB
Owen Schmitt,FB,5,RB
Carl Nicks,G,6,OL
Jonathan Goff,MLB,3,LB
Erik Walden,OLB,10,LB
Durant Brooks,P,1,SP
Trevor Scott,DE,6,DL
Barry Richardson,T,6,OL
Marcus Henry,WR,6,WR
Dominique Barber,SS,4,DB
Josh Morgan,WR,6,WR
Geno Hayes,OLB,6,LB
Jalen Parmele,RB,4,RB
Corey Lynch,FS,6,DB
Taylor Mehlhaff,K,1,SP
Xavier Omon,RB,2,RB
Kareem Moore,FS,3,DB
Nick Hayden,DT,7,DL
Kevin Robinson,WR,1,WR
Spencer Larsen,FB,5,RB
Chris Harrington,LB,2,LB
Colt Brennan,QB,1,QB
John Sullivan,C,9,OL
Ahtyba Rubin,NT,10,DL
Paul Hubbard,WR,2,WR
DeJuan Tribble,CB,1,DB
Donald Thomas,G,6,OL
Tom Santi,TE,2,TE
Joe Mays,MLB,8,LB
Steve Justice,C,1,OL
Mike Hart,RB,3,RB
Andy Studebaker,DE,8,DL
Pierre Garcon,WR,10,WR
Haruki Nakamura,SS,5,DB
Ervin Baldwin,DE,2,DL
Matt Flynn,QB,8,QB
Brian Johnston,DE,1,DL
Nate Garner,T,5,OL
Chauncey Washington,RB,4,RB
Larry Grant,LB,6,LB
Landon Cohen,DT,5,DL
Demetrius Bell,T,2,OL
Josh Barrett,DB,3,DB
Hilee Taylor,DE,2,DL
Steve Johnson,WR,8,WR
Brandon Keith,T,4,OL
Chaz Schilens,WR,5,WR
Peyton Hillis,FB,6,RB
Chris Chamberlain,OLB,4,LB
Cary Williams,DB,7,DB
Alex Hall,OLB,3,LB
Justin Forsett,RB,8,RB
Corey Clark,T,2,OL
Brandon Coutu,K,2,SP
Jamey Richard,G,4,OL
Cory Boyd,RB,1,RB
Mike Merritt,TE,1,TE
Allen Patrick,RB,1,RB
Rob Jackson,DE,6,DL
Joey LaRocque,LB,1,LB
Lionel Dotson,DE,4,DL
Kirk Barton,T,1,OL
Chris Horton,SS,3,DB
Mackenzy Bernadeau,G,8,OL
Kennard Cox,DB,4,DB
David Vobora,OLB,4,LB
Marcel Reece,WR,9,WR
Andrew Crummey,G,1,OL
Olaniyi Sobomehin,RB,1,RB
Jameel McClain,OLB,6,LB
Ernie Wheelwright,WR,1,WR
Darnell Jenkins,WR,1,WR
Jesse Nading,DE,5,DL
Glenn Sharpe,DB,1,DB
Lance Ball,RB,4,RB
Isaiah Gardner,CB,1,DB
Drew Miller,C,2,OL
Brian Witherspoon,SS,3,DB
Eric Brock,DB,2,DB
Weston Dacus,LB,1,LB
Dantrell Savage,RB,2,RB
Derek Wake,OLB,1,LB
Shane Andrus,K,2,SP
Troy Bergeron,WR,1,WR
Kelly Talavou,NT,1,DL
Marquice Cole,CB,5,DB
Greg Fassitt,DB,1,DB
Eldra Buckley,RB,3,RB
Andre Coleman,DE,1,DL
Derrick Roberson,DB,2,DB
Eric Fowler,WR,1,WR
Joe Cohen,DT,1,DL
C.J. Ah You,DE,3,DL
Ricky Schmitt,P,1,SP
Byron Westbrook,CB,3,DB
Richmond McGee,P,2,SP
Anthony Alridge,RB,1,RB
Doug Legursky,C,7,OL
Ogemdi Nwagbuo,DT,5,DL
Ryan Wendell,C,7,OL
Kyle DeVan,C,4,OL
William Robinson,T,4,OL
Fernando Velasco,C,7,OL
Jason Banks,DE,1,DL
Keilen Dykes,DT,1,DL
Lance Long,WR,2,WR
Nate Jones,WR,1,WR
Jeremy Leman,LB,1,LB
Albert Young,RB,2,RB
Samuel Giguere,WR,1,WR
Matthew Mulligan,TE,7,TE
Ropati Pitoitua,NT,6,DL
Danny Woodhead,WR,8,WR
Jake Allen,WR,1,WR
Rod Harper,WR,1,WR
J.J. Jansen,LS,15,SP
Danny Amendola,WR,12,WR
Eric Bakhtiari,LB,2,LB
Brandyn Dombrowski,G,3,OL
Kyle Arrington,DB,7,DB
Brian Schaefering,NT,4,DL
Evan Moore,TE,4,TE
Matt Lawrence,RB,1,RB
Justin King,CB,4,DB
Dre Moore,DT,1,DL
Jack Ikegwuonu,DB,1,DB
Robert James,LB,4,LB
DeMario Pressley,DT,3,DL
Alvin Bowen,LB,2,LB
Trae Williams,DB,1,DB
Thomas Brown,RB,1,RB
Mike Gibson,G,5,OL
Jaymar Johnson,WR,2,WR
Ryan Mundy,DB,6,DB
Lex Hilliard,RB,4,RB
Justin Harper,WR,1,WR
Brett Swain,WR,3,WR
King Dunlap,T,7,OL
Keith Zinger,TE,1,TE
Adrian Arrington,WR,3,WR
Geoff Schwartz,T,6,OL
Mario Urrutia,WR,1,WR
Eric Young,T,1,OL
Maurice Purify,WR,1,WR
Marquis Floyd,CB,1,DB
Kenny Onatolu,OLB,4,LB
Stefan Logan,WR,4,WR
Terrence Nunn,WR,1,WR
Matthew Stafford,QB,15,QB
Scott McKillop,ILB,1,LB
Matt Slauson,G,9,OL
Curtis Taylor,FS,3,DB
Ricky Jean Francois,DE,9,DL
John Parker Wilson,QB,4,QB
Britton Colquitt,P,12,SP
Domonique Johnson,DB,4,DB
Jerome Boyd,DB,2,DB
Desmond Bryant,DT,8,DL
Jonathan Compas,C,1,OL
Nick Miller,WR,3,WR
Edwin Williams,G,4,OL
Derek Walker,DE,1,DL
Lendy Holmes,DB,1,DB
Antonio Dixon,DT,4,DL
Chase Daniel,QB,13,QB
Woodny Turenne,DB,1,DB
Ramon Foster,T,10,OL
Tyler Grisham,WR,1,WR
Isaac Redman,RB,5,RB
Mike Reilly,QB,2,QB
Reshard Langford,DB,3,DB
Marcus Mailei,RB,1,RB
Dallas Reynolds,C,5,OL
Kahlil Bell,RB,5,RB
Jon Cooper,C,3,OL
De'von Hall,DB,1,DB
Roger Allen,G,2,OL
K.C. Asiodu,LB,2,LB
Dominic Douglas,LB,1,LB
Cord Parks,DB,1,DB
Phil Trautwein,T,1,OL
Russell Allen,OLB,5,LB
Brock Bolen,RB,3,RB
Jeremy Navarre,DE,1,DL
Cecil Newton,C,1,OL
Julius Williams,DE,1,DL
Andre Ramsey,T,1,OL
Brian Hoyer,QB,14,QB
Jamar Love,DB,1,DB
Nick Hennessey,T,1,OL
Ashlee Palmer,OLB,5,LB
Keith Fitzhugh,DB,1,DB
Ryan McKee,T,1,OL
Zach Potter,TE,4,TE
Jamaal Westerman,ILB,5,LB
Colin Cloherty,TE,4,TE
Ramon Humber,OLB,9,LB
Jacob Lacey,CB,5,DB
Dan Gerberry,C,1,OL
John Gill,DT,1,DL
Ryan Baker,DE,4,DL
Sha'reff Rashad,DB,2,DB
Brandon Anderson,DB,1,DB
Hunter Cantwell,QB,1,QB
Mortty Ivy,LB,2,LB
Brit Miller,RB,4,RB
Garry Williams,T,5,OL
Quan Cosby,WR,4,WR
Rico Murray,DB,3,DB
Tom Nelson,FS,3,DB
Chris Pressley,FB,4,RB
Dan Skuta,LB,8,LB
Reggie Walker,ILB,7,LB
Nate Ness,DB,3,DB
Jordan Norwood,WR,6,WR
Marcus Benard,LB,4,LB
James Holt,LB,2,LB
Charly Martin,WR,3,WR
Kory Sperry,TE,5,TE
C.J. Spillman,FS,5,DB
Diyral Briggs,DE,2,DL
Kory Sheets,RB,1,RB
Jahi Word-Daniels,DB,1,DB
Rudy Carpenter,QB,3,QB
Kevin Ogletree,WR,5,WR
Evan Dietrich-Smith,G,5,OL
Andrew Hartline,G,1,OL
Cyril Obiozor,LB,2,LB
Tyrell Sutton,RB,2,RB
Patrick Williams,WR,1,WR
Arian Foster,RB,7,RB
Tim Jamison,DE,5,DL
Ryan Purvis,TE,2,TE
Marc Dile,G,1,OL
Darius Hill,TE,1,TE
Demar Dotson,T,10,OL
Trevor Ford,DB,1,DB
Kareem Huggins,RB,2,RB
Maurice Evans,DE,1,DL
Bruce Johnson,CB,3,DB
David Nixon,LB,3,LB
Bret Lockett,FS,1,DB
Jonathan Casillas,OLB,7,LB
Danny Gorrer,DB,4,DB
P.J. Hill,RB,1,RB
Garrison Sanborn,LS,13,SP
Dannell Ellerbe,ILB,8,LB
Graham Gano,K,15,SP
Drew Willy,QB,1,QB
K.J. Gerard,DB,1,DB
Jovan Belcher,ILB,4,LB
Dion Gales,DT,1,DL
Ricky Price,DB,2,DB
Pierre Walters,OLB,1,LB
Darryl Harris,G,1,OL
Mark Sanchez,QB,9,QB
Shonn Greene,RB,5,RB
Jarron Gilbert,DT,3,DL
Mike Wallace,WR,9,WR
Ramses Barden,WR,4,WR
Keenan Lewis,DB,7,DB
Juaquin Iglesias,WR,2,WR
Kyle Moore,DE,4,DL
D.J. Moore,CB,11,DB
Anthony Hill,TE,3,TE
Rich Ohrnberger,G,4,OL
Gregory Toler,CB,5,DB
William Middleton,DB,4,DB
Johnny Knox,WR,3,WR
Rhett Bomar,QB,2,QB
Victor Harris,FS,2,DB
Cody Glenn,OLB,2,LB
John Nalbone,TE,2,TE
Herman Johnson,T,2,OL
Joe Burnett,CB,1,DB
Frank Summers,RB,2,RB
Mike Teel,QB,1,QB
Morgan Trent,CB,3,DB
Andrew Gardner,T,7,OL
Jarius Wynn,DE,6,DL
Bear Pascoe,TE,7,TE
Cedric Peerman,RB,8,RB
Robert Henson,MLB,1,LB
Brandon Underwood,CB,2,DB
Brice McCain,CB,8,DB
Al Afalava,SS,3,DB
Brandon Gibson,WR,6,WR
Will Davis,OLB,6,LB
Ra'Shon Harris,DT,1,DL
Bernard Scott,RB,5,RB
Vance Walker,DT,7,DL
Paul Fanaika,G,5,OL
Captain Munnerlyn,CB,10,DB
E.J. Biggers,CB,7,DB
Brad Jones,OLB,6,LB
Eddie Williams,RB,2,RB
Moise Fokou,OLB,5,LB
Jamarca Sanford,SS,7,DB
Sammie Stroughter,WR,4,WR
LaRod Stephens-Howling,RB,5,RB
David Johnson,TE,12,TE
Marko Mitchell,WR,1,WR
Courtney Greene,DB,3,DB
Lance Louis,T,6,OL
Nick Reed,DE,2,DL
Cameron Morrah,TE,3,TE
Trevor Canfield,G,1,OL
Ryan Succop,K,13,SP
Mark Parson,DB,1,DB
Jason Smith,T,4,OL
Tyson Jackson,DE,7,DL
Aaron Curry,OLB,4,LB
Andre Smith,T,15,OL
Darrius Heyward-Bey,WR,9,WR
Eugene Monroe,T,6,OL
B.J. Raji,DE,6,DL
Michael Crabtree,WR,10,WR
Aaron Maybin,DE,4,DL
Knowshon Moreno,RB,5,RB
Brian Orakpo,OLB,9,LB
Malcolm Jenkins,CB,13,DB
Brian Cushing,OLB,8,LB
Larry English,OLB,5,LB
Josh Freeman,QB,7,QB
Robert Ayers,OLB,9,LB
Jeremy Maclin,WR,7,WR
Brandon Pettigrew,TE,7,TE
Alex Mack,C,13,OL
Percy Harvin,WR,7,WR
Michael Oher,T,7,OL
Peria Jerry,NT,5,DL
Vontae Davis,CB,9,DB
Clay Matthews,OLB,11,LB
Donald Brown,RB,7,RB
Eric Wood,G,8,OL
Hakeem Nicks,WR,6,WR
Kenny Britt,WR,9,WR
Chris Wells,RB,4,RB
Evander Hood,DE,6,DL
Louis Delmas,FS,6,DB
Patrick Chung,SS,12,DB
James Laurinaitis,MLB,7,LB
Brian Robiskie,WR,5,WR
Alphonso Smith,CB,4,DB
Rey Maualuga,OLB,8,LB
Eben Britton,T,5,OL
Ron Brace,NT,4,DL
Darius Butler,CB,8,DB
Jairus Byrd,FS,8,DB
Everette Brown,DE,4,DL
Pat White,QB,2,QB
Clint Sintim,OLB,2,LB
Connor Barwin,DE,9,DL
Michael Mitchell,SS,6,DB
Darcel McBath,FS,4,DB
Max Unger,G,9,OL
Mohamed Massaquoi,WR,4,WR
Andy Levitre,G,9,OL
David Veikune,ILB,2,LB
LeSean McCoy,RB,11,RB
Phil Loadholt,T,6,OL
William Moore,SS,6,DB
Fili Moala,DT,5,DL
Paul Kruger,OLB,7,LB
Sebastian Vollmer,T,7,OL
Sherrod Martin,CB,6,DB
Will Beatty,T,7,OL
Sean Smith,CB,9,DB
Sen'Derrick Marks,DT,8,DL
Richard Quinn,TE,4,TE
Bradley Fletcher,CB,6,DB
Alex Magee,DE,2,DL
Jason Williams,ILB,5,LB
Matt Shaughnessy,DE,6,DL
Terrance Knighton,DT,7,DL
Derek Cox,CB,5,DB
Glen Coffee,RB,1,RB
DeAndre Levy,MLB,7,LB
Antoine Caldwell,G,4,OL
Louis Vasquez,G,7,OL
Kraig Urbik,G,8,OL
Kevin Barnes,CB,4,DB
Roy Miller,DT,8,DL
Derrick Williams,WR,2,WR
Brandon Tate,WR,9,WR
Asher Allen,CB,3,DB
Patrick Turner,WR,4,WR
Lardarius Webb,CB,8,DB
Jared Cook,TE,12,TE
Christopher Owens,CB,6,DB
Deon Butler,WR,4,WR
Jerraud Powers,CB,7,DB
Ryan Mouton,CB,3,DB
Rashad Johnson,FS,7,DB
Chase Coffman,TE,6,TE
Travis Beckum,TE,4,TE
Stephen McGee,QB,3,QB
Donald Washington,CB,4,DB
Darell Scott,DT,4,DL
Kaluka Maiava,ILB,5,LB
Jonathan Luigs,C,1,OL
Mike Thomas,WR,11,WR
Brian Hartline,WR,7,WR
T.J. Lang,G,9,OL
Victor Butler,OLB,4,LB
Mike Goodson,RB,5,RB
Glover Quin,CB,9,DB
Vaughn Martin,DE,5,DL
David Bruton,SS,7,DB
Sammie Lee Hill,DT,7,DL
Shawn Nelson,TE,3,TE
Louis Murphy,WR,8,WR
Lawrence Sidbury,DE,5,DL
Slade Norris,LB,2,LB
Austin Collie,WR,5,WR
Tony Fiammetta,RB,4,RB
Gerald McRath,OLB,3,LB
Seth Olsen,G,3,OL
Tyronne Green,G,5,OL
Gartrell Johnson,RB,2,RB
Troy Kropog,T,3,OL
Kenny McKinley,WR,1,WR
Kevin Huber,P,13,SP
DeAngelo Smith,FS,1,DB
Jarett Dillard,WR,2,WR
Quinn Johnson,FB,5,RB
Nic Harris,OLB,2,LB
Jasper Brinkley,MLB,6,LB
James Casey,TE,6,TE
Garrett Reynolds,T,7,OL
Jamon Meredith,T,7,OL
Duke Robinson,G,1,OL
Thomas Morstead,P,15,SP
Michael Hamlin,FS,2,DB
Nate Davis,QB,7,QB
David Buehler,K,3,SP
Javon Ringer,RB,4,RB
Tom Brandstater,QB,2,QB
Quinten Lawrence,WR,2,WR
Spencer Adkins,OLB,3,LB
Cary Harris,DB,2,DB
Kevin Ellison,SS,1,DB
Coye Francies,CB,3,DB
Aaron Brown,RB,3,RB
Keith Null,QB,2,QB
Jake Ingram,LS,2,SP
Curtis Painter,QB,4,QB
Brandon Myers,TE,7,TE
Jason McCourty,CB,12,DB
Dominique Edison,WR,1,WR
Myron Pryor,DE,3,DL
John Phillips,TE,8,TE
Chris Ogbonnaya,RB,4,RB
Javarris Williams,RB,1,RB
J.D. Folsom,LB,1,LB
Fui Vakapuna,RB,1,RB
Ellis Lankster,CB,4,DB
Pat McAfee,P,7,SP
Mike Mickens,DB,1,DB
Lydon Murtha,T,2,OL
Julian Edelman,WR,11,WR
Zack Follett,LB,2,LB
Jake O'Connell,TE,4,TE
Rashad Jennings,RB,6,RB
Tiquan Underwood,WR,5,WR
Dan Gronkowski,TE,3,TE
Jeremy Jarmon,DE,2,DL
Chris Jennings,RB,1,RB
Ryan Manalac,LB,1,LB
Cameron Wake,OLB,10,LB
Donovan Raiola,C,1,OL
Stanley Daniels,G,1,OL
Jesse Holley,WR,2,WR
Onrea Jones,WR,1,WR
Tim Duckworth,G,1,OL
Chris Clark,T,10,OL
Jehuu Caulcrick,RB,1,RB
Bryan Mattison,G,3,OL
Taj Smith,WR,1,WR
Marcus Dixon,NT,3,DL
Gary Banks,WR,1,WR
Caleb Campbell,LB,1,LB
Demetress Bell,T,3,OL
Joe Reitz,T,6,OL
Anthony Armstrong,WR,3,WR
Tanner Purdum,LS,7,SP
Lee Robinson,LB,1,LB
Mitch King,DT,2,DL
Johan Asiata,G,1,OL
Mike Rivera,LB,2,LB
Steve McLendon,DT,11,DL
Colt Anderson,DB,7,DB
Rob Francois,LB,4,LB
Ray Feinga,G,3,OL
Jerome Johnson,FB,1,RB
Pete Ittersagen,DB,1,DB
Devin Moore,RB,1,RB
Rob Bruggeman,C,2,OL
Josh Vaughan,RB,3,RB
Emanuel Cook,DB,2,DB
Britt Davis,WR,1,WR
Matt Kroul,NT,1,DL
Tim Masthay,P,6,SP
John Matthews,WR,1,WR
Patrick Brown,T,3,OL
C.J. Davis,G,2,OL
Nick Sundberg,LS,10,SP
Darry Beckwith,LB,1,LB
Curtis Brinkley,RB,3,RB
Alex Boone,T,8,OL
Jermey Parnell,T,8,OL
Vince Anderson,DB,1,DB
Darrel Young,FB,7,RB
Antone Smith,RB,6,RB
Jackie Bates,CB,1,DB
Tom Crabtree,TE,4,TE
Henry Melton,DT,5,DL
Jason Phillips,ILB,3,LB
Brandon Hughes,DB,4,DB
Davon Drew,TE,1,TE
Troy Nolan,FS,3,DB
Ryan Durand,G,2,OL
Nick Schommer,SS,1,DB
Clinton McDonald,DT,10,DL
Robert Brewster,T,1,OL
Corvey Irvin,DT,4,DL
Tyrone McKenzie,LB,2,LB
Chip Vaughn,DB,1,DB
Stanley Arnoux,OLB,1,LB
Andre Brown,RB,3,RB
Colin Brown,T,4,OL
Don Carey,CB,8,DB
Manuel Johnson,WR,1,WR
Jaimie Thomas,G,1,OL
Joshua Mauga,LB,4,LB
Julius Pruitt,WR,2,WR
Paul Pratt,DB,1,DB
Chad Hall,WR,4,WR
Chris Bryan,P,1,SP
Todd Carter,K,1,SP
Clint Stitser,K,1,SP
Rafael Bush,DB,8,DB
Justin Drescher,LS,7,SP
Dimitri Nance,RB,1,RB
Michael Palmer,TE,4,TE
Antonio Coleman,OLB,2,LB
Dominique Harris,DB,1,DB
Anderson Russell,DB,2,DB
Keiland Williams,RB,3,RB
Logan Paulsen,TE,8,TE
Dorian Brooks,G,1,OL
Joique Bell,RB,6,RB
Naaman Roosevelt,WR,2,WR
Jonathan Weeks,LS,8,SP
Sergio Brown,DB,6,DB
Kyle Love,NT,10,DL
Dane Fletcher,OLB,4,LB
Jeromy Miles,DB,4,DB
Vincent Rey,LB,8,LB
Mike Windt,LS,9,SP
Jermelle Cudjo,DT,5,DL
Thaddeus Lewis,QB,5,QB
Darian Stewart,FS,10,DB
Keith Toston,RB,2,RB
Jake Ballard,TE,3,TE
Duke Calhoun,WR,1,WR
Nate Collins,DT,4,DL
Victor Cruz,WR,7,WR
Justin Cole,ILB,3,LB
Kevin Alexander,LB,1,LB
Kyle McCarthy,DB,2,DB
Nathan Overbay,TE,1,TE
Cassius Vaughn,CB,6,DB
Austin Howard,T,8,OL
David Pender,DB,1,DB
Jeremy Horne,WR,2,WR
Lemuel Jeanpierre,C,6,OL
Brian Jackson,DB,2,DB
Jeff Cumberland,TE,7,TE
David Nelson,WR,4,WR
LeGarrette Blount,RB,8,RB
Joe Joseph,DT,1,DL
Kevin Matthews,C,4,OL
Aaron Berry,CB,3,DB
Alfonso Smith,RB,4,RB
Max Hall,QB,1,QB
Stephen Williams,WR,3,WR
A.J. Jefferson,CB,5,DB
Max Komar,WR,2,WR
Marshay Green,DB,3,DB
Jonathon Amaya,DB,3,DB
Marlon Moore,WR,6,WR
Roberto Wallace,WR,2,WR
Travis Ivey,NT,1,DL
Cornelius Brown,DB,1,DB
Jimmy Saddler-McQueen,DT,2,DL
Barry Turner,DE,1,DL
Mike Balogun,LB,1,LB
Tramaine Brock,CB,10,DB
Keaton Kristick,LB,1,LB
Chris Maragos,DB,8,DB
R.J. Archer,QB,1,QB
Rashawn Jackson,RB,1,RB
Andre Neblett,DT,4,DL
Aaron Pettrey,K,1,SP
Will Barker,T,2,OL
Barry Church,SS,8,DB
Phil Costa,C,4,OL
Chris Gronkowski,FB,3,RB
Bryan McCann,CB,4,DB
Danny McCray,FS,6,DB
Lonyae Miller,RB,1,RB
Verran Tucker,WR,1,WR
Kellen Heard,DT,3,DL
Alex Joseph,LB,1,LB
Nick McDonald,G,3,OL
Sam Shields,CB,7,DB
Frank Zombo,OLB,8,LB
Derek Hardman,T,3,OL
Jeron Mastrud,TE,4,TE
Preston Parker,WR,4,WR
Javarris James,RB,1,RB
Brandon King,FS,10,DB
Jeff Linkenbach,T,5,OL
Brandon James,WR,1,WR
Mike Newton,DB,1,DB
Blair White,WR,2,WR
Marcus Brown,DB,1,DB
Joe Pawelek,LB,1,LB
Josh Pinkard,DB,1,DB
Robert Rose,DE,1,DL
Jeff Byers,C,4,OL
George Johnson,DE,8,DL
Daniel Baldridge,T,3,OL
Mike Caussin,TE,2,TE
Jacob Cutrera,OLB,3,LB
Josh Gordy,DB,4,DB
Kevin Haslam,G,2,OL
Robert Malone,P,4,SP
Aaron Morgan,DE,2,DL
Ko Quaye,DT,1,DL
Donald Jones,WR,3,WR
Dominique Curry,WR,2,WR
Chris Brooks,WR,3,WR
Brandon Carter,G,1,OL
Chris Ivory,RB,8,RB
Cord Howard,G,1,OL
Marcus Sherels,DB,10,DB
Junior Galette,DE,6,DL
Clint Gresham,LS,6,SP
Morgan Cox,LS,14,SP
Prince Miller,DB,3,DB
Isaiah Greenhouse,LB,1,LB
Steve Maneri,T,4,OL
Malcolm Sheppard,DT,2,DL
Torri Williams,DB,1,DB
Micah Johnson,ILB,1,LB
Seyi Ajirotutu,WR,6,WR
Richard Goodman,WR,3,WR
Kion Wilson,LB,3,LB
Brandon Lang,OLB,1,LB
Graham Harrell,QB,3,QB
Corey Wootton,DE,5,DL
Joshua Moore,CB,1,DB
Dan LeFevour,QB,2,QB
Ted Larsen,C,11,OL
J'Marcus Webb,T,9,OL
